po_id,asset_id,product_name,quantity,buyer_id,supplier_id,lender_id,agreed_price,buyer_risk_score,buyer_payment_history,supplier_reliability,payment_terms_days,created_ts,source
PO10602,A1602,medical devices,43537,buyer_alpha,supplier_05,lender_delta,804.92,0.1236,0.6174,0.6777,90,1786506602.85852,erp
PO10603,A1603,auto components,28320,buyer_zeta,supplier_09,lender_delta,860.45,0.1531,0.752,0.6437,30,1787375280.8585238,erp
PO10604,A1604,smartphones,12106,buyer_beta,supplier_04,lender_atlas,115.35,0.4653,0.8698,0.5566,30,1785345072.858528,erp
PO10605,A1605,medical devices,9590,buyer_beta,supplier_01,lender_north,1104.88,0.3207,0.8757,0.7295,30,1786058308.8585322,erp
PO10606,A1606,smartphones,5713,buyer_gamma,supplier_09,lender_north,1170.06,0.1607,0.8256,0.8598,60,1785391256.858537,erp
PO10607,A1607,medical devices,19204,buyer_eta,supplier_09,lender_north,534.77,0.4499,0.4801,0.9841,30,1786578898.858542,erp
PO10608,A1608,medical devices,40182,buyer_zeta,supplier_12,lender_prime,700.27,0.4266,0.756,0.9215,90,1785964237.858546,erp
PO10609,A1609,auto components,26926,buyer_theta,supplier_06,lender_delta,1047.67,0.199,0.7872,0.5584,45,1785427398.858551,erp
PO10610,A1610,smartphones,1574,buyer_gamma,supplier_04,lender_delta,587.85,0.177,0.9041,0.8211,90,1787663703.8585548,erp
PO10611,A1611,smartphones,21686,buyer_zeta,supplier_02,lender_delta,745.07,0.1219,0.7173,0.6834,60,1786483691.858559,erp
PO10612,A1612,auto components,8897,buyer_zeta,supplier_12,lender_atlas,695.78,0.289,0.8289,0.833,45,1787381123.8585632,erp
PO10613,A1613,LED panels,15502,buyer_zeta,supplier_11,lender_north,983.45,0.0993,0.6683,0.8931,60,1787314221.858568,erp
PO10614,A1614,steel coils,16660,buyer_zeta,supplier_01,lender_north,774.36,0.2021,0.7103,0.7669,30,1787096706.858572,erp
PO10615,A1615,auto components,25142,buyer_epsilon,supplier_04,lender_delta,852.75,0.3362,0.6102,0.897,60,1787462442.8585758,erp
PO10616,A1616,textile rolls,13461,buyer_epsilon,supplier_08,lender_delta,370.32,0.3554,0.7404,0.8872,30,1786727750.858581,erp
PO10617,A1617,auto components,37759,buyer_zeta,supplier_10,lender_prime,1064.58,0.1226,0.6162,0.7557,90,1786234287.8585851,erp
PO10618,A1618,steel coils,42562,buyer_alpha,supplier_09,lender_delta,845.72,0.3789,0.9074,0.8123,45,1787274177.858589,erp
PO10619,A1619,textile rolls,21664,buyer_gamma,supplier_09,lender_delta,916.92,0.3602,0.7501,0.7008,60,1785778832.858593,erp
PO10620,A1620,laptop batteries,10478,buyer_gamma,supplier_07,lender_prime,1101.63,0.3794,0.6318,0.9009,30,1786045612.858598,erp
PO10621,A1621,laptop batteries,7885,buyer_eta,supplier_04,lender_prime,489.44,0.1483,0.7456,0.8086,45,1785536830.858602,erp
PO10622,A1622,LED panels,2060,buyer_epsilon,supplier_04,lender_atlas,54.34,0.5649,0.8872,0.8765,30,1787783494.858606,erp
PO10623,A1623,textile rolls,500,buyer_alpha,supplier_01,lender_atlas,556.27,0.551,0.6921,0.8156,30,1786647466.85861,erp
PO10624,A1624,steel coils,13912,buyer_gamma,supplier_05,lender_prime,1106.51,0.6503,0.9303,0.8384,90,1787648925.858615,erp
PO10625,A1625,smartphones,26553,buyer_gamma,supplier_04,lender_delta,74.68,0.2886,0.9477,0.7389,30,1786773663.858619,erp
PO10626,A1626,medical devices,29859,buyer_delta,supplier_04,lender_prime,1195.17,0.0387,0.7229,0.7881,45,1786348759.858623,erp
PO10627,A1627,LED panels,35939,buyer_zeta,supplier_12,lender_north,412.03,0.3121,0.7275,0.84,90,1786023695.8586292,erp
PO10628,A1628,textile rolls,33684,buyer_gamma,supplier_01,lender_north,734.6,0.3978,0.8217,0.8554,30,1785735127.858633,erp
PO10629,A1629,smartphones,17193,buyer_beta,supplier_10,lender_north,898.07,0.3609,0.887,0.7732,45,1787911856.858638,erp
PO10630,A1630,laptop batteries,5232,buyer_beta,supplier_08,lender_atlas,320.53,0.221,0.9109,0.6473,90,1786341845.8586419,erp
PO10631,A1631,steel coils,41083,buyer_delta,supplier_05,lender_delta,776.85,0.3512,0.6411,0.5031,90,1787799734.858647,erp
PO10632,A1632,steel coils,6190,buyer_eta,supplier_01,lender_delta,332.5,0.0616,0.7338,0.7496,90,1787006058.858651,erp
PO10633,A1633,smartphones,45315,buyer_eta,supplier_02,lender_north,728.38,0.3694,0.7761,0.7138,90,1786683792.858655,erp
PO10634,A1634,textile rolls,39895,buyer_gamma,supplier_01,lender_atlas,535.01,0.5429,0.5815,0.7873,90,1786954983.858659,erp
PO10635,A1635,smartphones,7154,buyer_theta,supplier_12,lender_north,201.48,0.3749,0.9655,0.9375,60,1786084419.8586628,erp
PO10636,A1636,smartphones,6217,buyer_eta,supplier_02,lender_atlas,1058.23,0.3451,0.6135,0.755,30,1786940237.858668,erp
PO10637,A1637,textile rolls,9230,buyer_delta,supplier_03,lender_delta,52.98,0.1331,0.8033,0.5805,30,1787301517.8586721,erp
PO10638,A1638,laptop batteries,4956,buyer_gamma,supplier_09,lender_delta,635.53,0.1084,0.9243,0.9789,60,1786275322.858677,erp
PO10639,A1639,auto components,15227,buyer_theta,supplier_10,lender_north,596.06,0.2017,0.9386,0.659,30,1786364473.8586812,erp
PO10640,A1640,textile rolls,30941,buyer_epsilon,supplier_07,lender_atlas,392.06,0.3356,0.5404,0.7747,45,1785945852.858685,erp
PO10641,A1641,medical devices,32591,buyer_zeta,supplier_02,lender_atlas,657.98,0.2879,0.9239,0.8678,45,1786509271.858689,erp
PO10642,A1642,textile rolls,39674,buyer_eta,supplier_05,lender_delta,816.83,0.1007,0.7352,0.8019,30,1786691880.8586931,erp
PO10643,A1643,LED panels,42013,buyer_delta,supplier_04,lender_atlas,252.37,0.417,0.7092,0.9014,90,1786006952.858698,erp
PO10644,A1644,LED panels,28057,buyer_epsilon,supplier_09,lender_north,348.21,0.2789,0.5207,0.8553,90,1787054974.8587022,erp
PO10645,A1645,LED panels,4424,buyer_alpha,supplier_11,lender_prime,169.26,0.2454,0.8708,0.5289,45,1787531929.858707,erp
PO10646,A1646,smartphones,6770,buyer_epsilon,supplier_08,lender_north,1020.64,0.2316,0.828,0.8332,30,1787570436.858712,erp
PO10647,A1647,steel coils,29501,buyer_eta,supplier_12,lender_north,897.43,0.2477,0.7308,0.7827,90,1785370285.858716,erp
PO10648,A1648,laptop batteries,46601,buyer_delta,supplier_06,lender_prime,737.11,0.2804,0.8422,0.7289,45,1787643006.85872,erp
PO10649,A1649,auto components,1933,buyer_theta,supplier_12,lender_delta,703.12,0.2246,0.822,0.6433,45,1787762131.858724,erp
PO10650,A1650,smartphones,15480,buyer_eta,supplier_06,lender_prime,860.24,0.1222,0.9078,0.8843,45,1785731188.858728,erp
PO10651,A1651,auto components,6547,buyer_beta,supplier_04,lender_prime,704.23,0.2949,0.7651,0.4725,30,1786785904.858732,erp
PO10652,A1652,smartphones,30812,buyer_gamma,supplier_09,lender_atlas,878.92,0.1688,0.8475,0.9032,60,1785507394.858737,erp
PO10653,A1653,laptop batteries,30315,buyer_epsilon,supplier_08,lender_north,863.84,0.3456,0.7357,0.7227,90,1786859783.858741,erp
PO10654,A1654,LED panels,33250,buyer_eta,supplier_03,lender_north,973.61,0.1725,0.8406,0.9681,45,1786027170.858745,erp
PO10655,A1655,auto components,20290,buyer_gamma,supplier_11,lender_delta,323.61,0.0411,0.804,0.9763,90,1786096619.8587499,erp
PO10656,A1656,textile rolls,23750,buyer_beta,supplier_10,lender_delta,87.01,0.1012,0.9585,0.8207,90,1786459244.858755,erp
PO10657,A1657,textile rolls,3836,buyer_zeta,supplier_05,lender_prime,1064.9,0.4014,0.7846,0.7663,60,1787310580.858759,erp
PO10658,A1658,smartphones,40927,buyer_gamma,supplier_04,lender_delta,359.88,0.1694,0.8589,0.4842,90,1786476813.858764,erp
PO10659,A1659,textile rolls,38317,buyer_zeta,supplier_08,lender_atlas,772.57,0.1644,0.7419,0.7211,60,1785821926.858768,erp
PO10660,A1660,LED panels,20183,buyer_eta,supplier_01,lender_atlas,163.54,0.0878,0.7176,0.8364,90,1787636188.858773,erp
PO10661,A1661,steel coils,27102,buyer_zeta,supplier_01,lender_delta,218.69,0.3303,0.7383,0.8135,45,1785406238.858777,erp
PO10662,A1662,steel coils,5931,buyer_zeta,supplier_10,lender_prime,135.23,0.4436,0.9267,0.8591,30,1787221367.858782,erp
PO10663,A1663,smartphones,3052,buyer_epsilon,supplier_06,lender_prime,1186.29,0.4212,0.9131,0.949,60,1787254198.858786,erp
PO10664,A1664,LED panels,15166,buyer_beta,supplier_08,lender_atlas,77.16,0.4252,0.8318,0.8609,60,1786544456.85879,erp
PO10665,A1665,steel coils,10246,buyer_delta,supplier_04,lender_north,82.69,0.1214,0.778,0.7477,60,1787034509.858794,erp
PO10666,A1666,smartphones,24368,buyer_theta,supplier_11,lender_north,493.32,0.1355,0.7708,0.849,90,1786594038.858798,erp
PO10667,A1667,auto components,11259,buyer_gamma,supplier_01,lender_atlas,522.33,0.3765,0.5952,0.7443,60,1786500122.858803,erp
PO10668,A1668,steel coils,33338,buyer_alpha,supplier_02,lender_north,284.83,0.1556,0.7356,0.8978,60,1785654498.858807,erp
PO10669,A1669,textile rolls,22297,buyer_theta,supplier_01,lender_prime,512.51,0.3339,0.847,0.7604,30,1786951877.858811,erp
PO10670,A1670,textile rolls,780,buyer_epsilon,supplier_07,lender_north,87.03,0.2818,0.7859,0.8909,30,1785831316.858817,erp
PO10671,A1671,medical devices,36699,buyer_delta,supplier_09,lender_atlas,944.42,0.524,0.9635,0.7505,60,1787205424.8588219,erp
PO10672,A1672,textile rolls,27735,buyer_epsilon,supplier_11,lender_north,1090.91,0.2553,0.7145,0.5379,45,1787438845.858826,erp
PO10673,A1673,smartphones,33298,buyer_theta,supplier_06,lender_delta,632.5,0.1923,0.4485,0.9243,45,1785724566.8588312,erp
PO10674,A1674,auto components,41890,buyer_delta,supplier_08,lender_atlas,74.56,0.5086,0.9257,0.6797,45,1785840797.858835,erp
PO10675,A1675,textile rolls,42608,buyer_theta,supplier_07,lender_atlas,270.97,0.0529,0.6764,0.916,60,1787412076.85884,erp
PO10676,A1676,textile rolls,16624,buyer_alpha,supplier_11,lender_atlas,663.01,0.3717,0.7241,0.8503,90,1787819011.8588438,erp
PO10677,A1677,textile rolls,12609,buyer_alpha,supplier_05,lender_prime,1048.63,0.1175,0.801,0.5657,60,1785597562.858849,erp
PO10678,A1678,steel coils,49802,buyer_epsilon,supplier_02,lender_prime,401.79,0.3049,0.9468,0.9344,45,1785527734.8588538,erp
PO10679,A1679,auto components,1603,buyer_beta,supplier_11,lender_delta,293.36,0.1884,0.9864,0.705,45,1785342166.8588579,erp
PO10680,A1680,auto components,35088,buyer_eta,supplier_04,lender_atlas,439.35,0.2931,0.5888,0.8765,30,1786870897.858863,erp
PO10681,A1681,smartphones,15629,buyer_gamma,supplier_12,lender_north,904.06,0.5262,0.9341,0.5024,60,1786189966.858867,erp
PO10682,A1682,LED panels,45085,buyer_eta,supplier_11,lender_atlas,554.36,0.2068,0.8007,0.8715,30,1785990230.858871,erp
PO10683,A1683,steel coils,7736,buyer_epsilon,supplier_04,lender_atlas,203.21,0.4429,0.8387,0.8525,90,1786783406.858876,erp
PO10684,A1684,laptop batteries,29213,buyer_gamma,supplier_08,lender_north,59.89,0.2207,0.9221,0.8637,60,1786221054.85888,erp
PO10685,A1685,LED panels,7520,buyer_alpha,supplier_02,lender_north,1082.58,0.0735,0.5747,0.9908,60,1785591247.858884,erp
PO10686,A1686,textile rolls,595,buyer_eta,supplier_10,lender_delta,264.37,0.0758,0.7926,0.689,60,1787722243.8588889,erp
PO10687,A1687,steel coils,16305,buyer_zeta,supplier_06,lender_atlas,612.05,0.1986,0.9325,0.8138,60,1787865292.858894,erp
PO10688,A1688,textile rolls,42640,buyer_eta,supplier_02,lender_delta,1076.0,0.0853,0.5806,0.8159,30,1785861037.858898,erp
PO10689,A1689,textile rolls,7059,buyer_delta,supplier_07,lender_prime,624.29,0.0785,0.6715,0.8966,45,1787724756.858902,erp
PO10690,A1690,auto components,14201,buyer_gamma,supplier_04,lender_north,193.85,0.3281,0.8146,0.9538,90,1786328548.858907,erp
PO10691,A1691,textile rolls,2802,buyer_alpha,supplier_03,lender_north,833.95,0.5373,0.8179,0.513,60,1786014105.858911,erp
PO10692,A1692,LED panels,43787,buyer_gamma,supplier_10,lender_north,1146.2,0.1714,0.5936,0.6148,30,1785475778.858915,erp
PO10693,A1693,laptop batteries,4025,buyer_beta,supplier_12,lender_north,894.92,0.2683,0.9089,0.9653,30,1786901454.8589199,erp
PO10694,A1694,LED panels,35729,buyer_beta,supplier_06,lender_prime,341.2,0.2846,0.7891,0.6998,60,1785981205.8589242,erp
PO10695,A1695,textile rolls,22630,buyer_gamma,supplier_11,lender_prime,78.4,0.1372,0.4606,0.6171,45,1786432354.858929,erp
PO10696,A1696,medical devices,8046,buyer_zeta,supplier_07,lender_atlas,912.93,0.1181,0.7955,0.4717,30,1786596868.858933,erp
PO10697,A1697,smartphones,33736,buyer_eta,supplier_08,lender_delta,582.08,0.3803,0.7624,0.7887,45,1786565299.858937,erp
PO10698,A1698,smartphones,24499,buyer_zeta,supplier_11,lender_atlas,993.03,0.6555,0.8972,0.8129,30,1785708900.858942,erp
PO10699,A1699,smartphones,4478,buyer_gamma,supplier_03,lender_atlas,970.31,0.0978,0.7225,0.8142,45,1785751508.858946,erp
PO10700,A1700,medical devices,12800,buyer_delta,supplier_07,lender_prime,503.66,0.2538,0.8036,0.574,45,1786369777.85895,erp
PO10701,A1701,smartphones,20788,buyer_eta,supplier_04,lender_atlas,135.32,0.5774,0.6209,0.6726,45,1786681931.858955,erp
PO10702,A1702,smartphones,44321,buyer_delta,supplier_12,lender_prime,585.01,0.1194,0.8281,0.862,45,1785961142.8589592,erp
PO10703,A1703,medical devices,22777,buyer_alpha,supplier_11,lender_prime,376.05,0.3952,0.6974,0.7322,90,1787395191.858964,erp
PO10704,A1704,laptop batteries,16300,buyer_alpha,supplier_10,lender_prime,771.81,0.1617,0.4719,0.8636,60,1786281343.858968,erp
PO10705,A1705,LED panels,27186,buyer_beta,supplier_08,lender_prime,52.38,0.2373,0.6109,0.7318,60,1786724646.8589718,erp
PO10706,A1706,steel coils,701,buyer_beta,supplier_12,lender_north,494.44,0.2915,0.8331,0.7188,30,1785454158.858977,erp
PO10707,A1707,laptop batteries,11680,buyer_gamma,supplier_07,lender_north,1132.26,0.4989,0.9155,0.8795,90,1787734616.8589811,erp
PO10708,A1708,smartphones,22617,buyer_zeta,supplier_11,lender_north,611.16,0.1854,0.8247,0.8223,30,1787799980.858986,erp
PO10709,A1709,medical devices,30360,buyer_eta,supplier_03,lender_prime,411.64,0.0916,0.7052,0.8435,30,1786898915.8589911,erp
PO10710,A1710,smartphones,35090,buyer_epsilon,supplier_09,lender_delta,945.08,0.1288,0.8525,0.9273,60,1786020486.858995,erp
PO10711,A1711,auto components,3612,buyer_alpha,supplier_10,lender_atlas,1192.1,0.3646,0.891,0.8055,90,1785512215.858999,erp
PO10712,A1712,textile rolls,36721,buyer_eta,supplier_11,lender_delta,144.0,0.207,0.9186,0.5591,45,1787115863.859005,erp
PO10713,A1713,auto components,15116,buyer_beta,supplier_03,lender_atlas,945.41,0.3998,0.9327,0.7071,30,1786060519.85901,erp
PO10714,A1714,laptop batteries,20783,buyer_gamma,supplier_12,lender_north,643.19,0.1402,0.8802,0.5785,30,1787316852.8590138,erp
PO10715,A1715,smartphones,36495,buyer_eta,supplier_06,lender_north,511.23,0.5405,0.6114,0.895,90,1787502254.859018,erp
PO10716,A1716,auto components,35136,buyer_gamma,supplier_04,lender_atlas,702.95,0.216,0.8012,0.9681,90,1786975945.859023,erp
PO10717,A1717,medical devices,34178,buyer_alpha,supplier_01,lender_delta,736.46,0.2112,0.9778,0.681,30,1786566337.859027,erp
PO10718,A1718,steel coils,12112,buyer_alpha,supplier_08,lender_north,1051.34,0.3638,0.753,0.6381,90,1787368976.8590322,erp
PO10719,A1719,smartphones,36902,buyer_gamma,supplier_06,lender_prime,905.2,0.2711,0.4838,0.8614,60,1787632675.859036,erp
PO10720,A1720,laptop batteries,30244,buyer_delta,supplier_04,lender_north,143.46,0.1364,0.751,0.9087,90,1787441994.85904,erp
PO10721,A1721,laptop batteries,34139,buyer_delta,supplier_07,lender_atlas,193.53,0.3059,0.6214,0.8016,90,1786681162.859045,erp
PO10722,A1722,steel coils,18548,buyer_alpha,supplier_02,lender_atlas,1194.12,0.2129,0.9055,0.9266,30,1787237073.8590488,erp
PO10723,A1723,auto components,39100,buyer_beta,supplier_08,lender_north,158.71,0.1378,0.7298,0.5095,45,1785634703.859054,erp
PO10724,A1724,smartphones,22682,buyer_zeta,supplier_07,lender_north,704.01,0.2489,0.822,0.9068,90,1786924711.859058,erp
PO10725,A1725,auto components,10103,buyer_eta,supplier_09,lender_prime,463.5,0.0269,0.7769,0.7833,30,1785721417.859062,erp
PO10726,A1726,LED panels,9592,buyer_gamma,supplier_02,lender_atlas,698.73,0.3605,0.5527,0.4286,45,1785639860.859068,erp
PO10727,A1727,LED panels,47472,buyer_eta,supplier_12,lender_atlas,628.54,0.1428,0.8738,0.6143,90,1787529883.859073,erp
PO10728,A1728,laptop batteries,36149,buyer_zeta,supplier_03,lender_delta,559.19,0.288,0.7289,0.7825,90,1785792854.8590772,erp
PO10729,A1729,auto components,10586,buyer_theta,supplier_12,lender_north,411.33,0.2375,0.996,0.8551,30,1786402909.859081,erp
PO10730,A1730,medical devices,41102,buyer_eta,supplier_07,lender_atlas,835.31,0.4341,0.8423,0.7686,45,1787325668.859086,erp
PO10731,A1731,textile rolls,12669,buyer_zeta,supplier_10,lender_north,775.38,0.1079,0.8878,0.8,90,1787168196.8590899,erp
PO10732,A1732,laptop batteries,38212,buyer_zeta,supplier_07,lender_north,508.24,0.3941,0.911,0.8195,90,1785737785.859095,erp
PO10733,A1733,auto components,37113,buyer_epsilon,supplier_07,lender_atlas,58.13,0.1627,0.647,0.7819,30,1785895985.859099,erp
PO10734,A1734,smartphones,13551,buyer_theta,supplier_03,lender_atlas,715.09,0.2141,0.8342,0.5848,90,1785714340.859103,erp
PO10735,A1735,auto components,28434,buyer_beta,supplier_04,lender_delta,1027.81,0.0876,0.9368,0.6929,30,1785432441.859107,erp
PO10736,A1736,smartphones,40153,buyer_theta,supplier_09,lender_north,919.01,0.0337,0.8243,0.8909,90,1786027844.859112,erp
PO10737,A1737,textile rolls,11483,buyer_theta,supplier_05,lender_north,611.55,0.1565,0.7489,0.7516,45,1785808685.859116,erp
PO10738,A1738,LED panels,8276,buyer_gamma,supplier_05,lender_prime,982.4,0.3536,0.9121,0.8821,30,1786547103.8591201,erp
PO10739,A1739,laptop batteries,865,buyer_zeta,supplier_02,lender_atlas,434.32,0.0481,0.7886,0.7462,90,1787310073.859124,erp
PO10740,A1740,laptop batteries,28226,buyer_theta,supplier_12,lender_delta,1082.69,0.4944,0.6386,0.8824,30,1785708875.859128,erp
PO10741,A1741,medical devices,36109,buyer_delta,supplier_03,lender_prime,894.97,0.2025,0.9138,0.6054,30,1785680835.859133,erp
PO10742,A1742,steel coils,34492,buyer_gamma,supplier_08,lender_prime,811.58,0.161,0.6941,0.6396,45,1787535887.859137,erp
PO10743,A1743,medical devices,36793,buyer_theta,supplier_07,lender_north,886.29,0.3129,0.9053,0.5735,45,1787791604.859141,erp
PO10744,A1744,laptop batteries,10670,buyer_zeta,supplier_03,lender_north,899.55,0.4455,0.7503,0.9037,45,1785491705.859145,erp
PO10745,A1745,LED panels,20689,buyer_delta,supplier_06,lender_atlas,524.74,0.2079,0.8049,0.8759,90,1785350744.8591502,erp
PO10746,A1746,steel coils,40058,buyer_beta,supplier_03,lender_delta,43.12,0.4127,0.6858,0.7314,45,1785483428.859154,erp
PO10747,A1747,laptop batteries,2340,buyer_delta,supplier_03,lender_prime,196.27,0.2963,0.6053,0.8118,90,1786449232.859158,erp
PO10748,A1748,medical devices,47819,buyer_delta,supplier_12,lender_atlas,814.12,0.2036,0.7045,0.7226,60,1787455161.8591628,erp
PO10749,A1749,textile rolls,11182,buyer_theta,supplier_02,lender_north,1051.53,0.4589,0.4874,0.9466,60,1785769469.8591669,erp
PO10750,A1750,LED panels,13366,buyer_delta,supplier_01,lender_prime,708.8,0.3294,0.8915,0.8962,45,1787689947.8591712,erp
PO10751,A1751,auto components,49391,buyer_beta,supplier_10,lender_prime,174.48,0.1967,0.532,0.8737,45,1786104730.859176,erp
PO10752,A1752,laptop batteries,35637,buyer_eta,supplier_06,lender_prime,805.99,0.1765,0.7674,0.635,45,1786500223.85918,erp
PO10753,A1753,medical devices,21906,buyer_alpha,supplier_10,lender_north,214.15,0.1195,0.7065,0.7766,45,1785467153.859184,erp
PO10754,A1754,auto components,6868,buyer_theta,supplier_01,lender_north,1163.91,0.1194,0.8209,0.7444,45,1785903983.859189,erp
PO10755,A1755,steel coils,18714,buyer_delta,supplier_09,lender_prime,232.97,0.2638,0.7982,0.8996,45,1787882574.859193,erp
PO10756,A1756,medical devices,19207,buyer_delta,supplier_12,lender_prime,329.65,0.1135,0.9504,0.8533,45,1786882149.859197,erp
PO10757,A1757,auto components,7474,buyer_epsilon,supplier_08,lender_north,1010.65,0.2754,0.8255,0.3731,30,1786029748.859201,erp
PO10758,A1758,auto components,6396,buyer_eta,supplier_05,lender_delta,227.77,0.2712,0.7119,0.8324,90,1786953068.859206,erp
PO10759,A1759,smartphones,19356,buyer_zeta,supplier_02,lender_atlas,1165.16,0.2425,0.6212,0.7228,90,1787789853.85921,erp
PO10760,A1760,LED panels,858,buyer_delta,supplier_02,lender_atlas,270.8,0.4503,0.8604,0.728,45,1785922048.859214,erp
PO10761,A1761,smartphones,17932,buyer_alpha,supplier_01,lender_delta,521.17,0.087,0.6568,0.9566,60,1785458321.8592188,erp
PO10762,A1762,auto components,36678,buyer_delta,supplier_09,lender_prime,991.84,0.2437,0.7176,0.8398,30,1785441203.8592231,erp
PO10763,A1763,auto components,39686,buyer_epsilon,supplier_11,lender_delta,1117.94,0.1949,0.7726,0.9186,60,1787708399.859227,erp
PO10764,A1764,LED panels,17943,buyer_theta,supplier_08,lender_north,310.63,0.1984,0.5024,0.6619,45,1786107505.859231,erp
PO10765,A1765,laptop batteries,31122,buyer_gamma,supplier_01,lender_prime,638.06,0.5728,0.4137,0.5451,90,1787299447.859236,erp
PO10766,A1766,steel coils,1968,buyer_beta,supplier_02,lender_atlas,1116.25,0.1807,0.9198,0.8233,90,1785788482.859242,erp
PO10767,A1767,smartphones,35830,buyer_zeta,supplier_08,lender_north,111.59,0.0533,0.9106,0.8249,30,1787252365.859246,erp
PO10768,A1768,auto components,39194,buyer_theta,supplier_11,lender_atlas,958.1,0.2539,0.8885,0.5487,60,1786122761.8592498,erp
PO10769,A1769,LED panels,42595,buyer_alpha,supplier_08,lender_north,245.35,0.1484,0.9077,0.7239,45,1786686055.8592541,erp
PO10770,A1770,steel coils,46506,buyer_alpha,supplier_10,lender_atlas,1008.7,0.1733,0.7589,0.829,45,1786422982.8592582,erp
PO10771,A1771,steel coils,18536,buyer_delta,supplier_11,lender_north,40.4,0.4504,0.7433,0.7101,30,1787648396.859263,erp
PO10772,A1772,smartphones,14554,buyer_beta,supplier_05,lender_prime,720.34,0.4473,0.8927,0.9055,30,1787219891.8592682,erp
PO10773,A1773,auto components,20297,buyer_zeta,supplier_05,lender_delta,207.79,0.1382,0.9478,0.6203,30,1785750988.859273,erp
PO10774,A1774,textile rolls,39464,buyer_gamma,supplier_12,lender_prime,674.18,0.4616,0.6262,0.7489,90,1785328702.859277,erp
PO10775,A1775,LED panels,26440,buyer_delta,supplier_12,lender_delta,401.47,0.2265,0.9406,0.8334,90,1786398887.859282,erp
PO10776,A1776,steel coils,46032,buyer_delta,supplier_12,lender_prime,447.46,0.067,0.7302,0.7481,45,1787494891.859286,erp
PO10777,A1777,textile rolls,39788,buyer_epsilon,supplier_06,lender_prime,479.62,0.2527,0.7272,0.8721,60,1786086462.8592908,erp
PO10778,A1778,smartphones,20864,buyer_epsilon,supplier_03,lender_atlas,531.37,0.2487,0.8579,0.8804,60,1786831855.859295,erp
PO10779,A1779,auto components,9072,buyer_eta,supplier_07,lender_north,933.69,0.3238,0.9138,0.7687,45,1786588934.8593001,erp
PO10780,A1780,smartphones,7293,buyer_beta,supplier_07,lender_prime,245.18,0.2158,0.8253,0.9818,90,1785896056.859304,erp
PO10781,A1781,laptop batteries,13337,buyer_theta,supplier_09,lender_prime,240.55,0.3261,0.5473,0.8899,30,1787296641.859308,erp
PO10782,A1782,smartphones,13862,buyer_beta,supplier_03,lender_atlas,305.42,0.4972,0.7733,0.8805,60,1787377835.859312,erp
PO10783,A1783,LED panels,46028,buyer_beta,supplier_11,lender_north,624.02,0.6238,0.8157,0.8675,30,1787327390.859317,erp
PO10784,A1784,medical devices,29824,buyer_delta,supplier_03,lender_atlas,932.91,0.2894,0.471,0.646,90,1787202495.859321,erp
PO10785,A1785,auto components,36878,buyer_alpha,supplier_04,lender_delta,834.7,0.4999,0.9437,0.8552,45,1786551209.859325,erp
PO10786,A1786,LED panels,15536,buyer_gamma,supplier_05,lender_atlas,1023.41,0.3955,0.8194,0.8706,60,1786816905.85933,erp
PO10787,A1787,smartphones,35347,buyer_epsilon,supplier_07,lender_north,990.56,0.5255,0.9185,0.7033,30,1787297443.859334,erp
PO10788,A1788,LED panels,43823,buyer_theta,supplier_09,lender_atlas,1053.99,0.3702,0.9112,0.7845,90,1787475405.859338,erp
PO10789,A1789,medical devices,9513,buyer_epsilon,supplier_08,lender_atlas,477.14,0.3112,0.4142,0.9144,30,1787281235.859342,erp
PO10790,A1790,medical devices,36525,buyer_beta,supplier_11,lender_delta,74.9,0.0686,0.923,0.6442,30,1787789364.8593469,erp
PO10791,A1791,steel coils,8475,buyer_theta,supplier_12,lender_prime,675.38,0.3918,0.5969,0.5744,45,1787096520.859352,erp
PO10792,A1792,steel coils,39081,buyer_zeta,supplier_05,lender_atlas,1005.19,0.3694,0.8104,0.8614,30,1786524333.8593569,erp
PO10793,A1793,smartphones,29067,buyer_alpha,supplier_12,lender_delta,1168.04,0.3087,0.913,0.7104,60,1785945409.859361,erp
PO10794,A1794,LED panels,1485,buyer_alpha,supplier_09,lender_atlas,936.69,0.3927,0.6444,0.511,90,1785573809.8593652,erp
PO10795,A1795,LED panels,45203,buyer_beta,supplier_08,lender_delta,946.64,0.482,0.9703,0.8582,60,1786007827.859371,erp
PO10796,A1796,smartphones,20339,buyer_gamma,supplier_07,lender_prime,681.82,0.0377,0.8402,0.6688,45,1785866371.859375,erp
PO10797,A1797,LED panels,12616,buyer_epsilon,supplier_07,lender_prime,152.02,0.3376,0.9057,0.6247,60,1786377390.859381,erp
PO10798,A1798,smartphones,36777,buyer_epsilon,supplier_03,lender_atlas,829.98,0.4093,0.746,0.8125,60,1786194655.8593862,erp
PO10799,A1799,steel coils,11751,buyer_epsilon,supplier_01,lender_north,999.65,0.095,0.9146,0.8994,90,1786906170.85939,erp
PO10800,A1800,steel coils,5250,buyer_beta,supplier_03,lender_delta,1132.25,0.472,0.6843,0.7962,90,1787691051.859395,erp
PO10801,A1801,smartphones,2651,buyer_gamma,supplier_04,lender_delta,122.22,0.528,0.7207,0.8618,45,1785534144.8594,erp
PO10802,A1802,LED panels,36894,buyer_theta,supplier_07,lender_north,1043.64,0.294,0.731,0.9351,60,1785656060.859404,erp
PO10803,A1803,auto components,48036,buyer_beta,supplier_04,lender_prime,81.21,0.1475,0.9339,0.5309,60,1785716466.859408,erp
