record_id,buyer_risk_score,buyer_payment_history,supplier_reliability,production_delay_days,shipment_delay_days,payment_delay_days,inventory_age_days,deterioration,invoice_dispute_flag,duplicate_financing_flag,source_confidence,stage_progress,advance_rate_requested,financing_utilization,demand_volatility,order_value,adverse_outcome
H087748,0.26341,0.67761,0.61975,15.83,0.0,1.81,15.59,1,0,0,0.71596,0.85714,0.48362,0.88001,0.52614,272005.32,1
H087749,0.51762,0.52076,0.8391,5.41,0.0,5.22,17.34,0,0,0,0.63779,0.57143,0.41528,0.60755,0.08867,642809.24,0
H087750,0.20166,0.52201,0.81692,5.28,1.32,5.97,35.43,0,0,0,0.86655,0.0,0.58236,0.56196,0.24745,1039055.5,1
H087751,0.34984,0.67193,0.94131,6.73,4.63,0.0,3.21,0,0,0,0.4934,1.0,0.76385,0.76763,0.48662,74348.59,0
H087752,0.13518,0.7274,0.79761,11.16,0.0,11.94,14.32,0,0,0,0.79704,0.14286,0.85697,0.17398,0.15447,1696501.15,1
H087753,0.14298,0.8698,0.55649,13.42,1.1,5.5,35.2,0,0,0,1.0,0.42857,0.7327,1.0,0.20189,226011.24,1
H087754,0.20501,0.86408,0.89,8.16,4.96,3.75,13.86,0,0,0,0.71072,0.28571,0.92011,0.81441,0.41933,669116.05,0
H087755,0.37108,0.53072,0.98208,0.0,0.0,5.31,5.02,0,0,0,0.99353,0.57143,0.34711,0.55237,0.11896,139640.5,0
H087756,0.3488,0.93893,0.61857,6.53,5.09,5.09,22.8,0,0,0,0.78644,0.28571,0.58334,0.80486,0.0,628861.88,1
H087757,0.08092,0.88824,0.91753,2.91,5.89,1.86,20.54,1,0,0,0.93928,1.0,0.53205,0.27488,0.06961,653823.69,0
H087758,0.19753,0.85953,0.8644,3.2,0.0,2.5,41.43,0,0,0,0.9862,0.57143,0.50038,0.5629,0.38141,1909816.77,0
H087759,0.16593,0.81656,0.55176,7.63,0.85,2.81,9.33,0,0,0,0.97795,0.71429,0.51444,0.51872,0.14073,2352872.59,0
H087760,0.63448,0.67897,0.74188,0.0,0.0,0.0,13.91,0,0,1,0.81619,0.85714,0.67305,0.72552,0.24839,1032461.97,1
H087761,0.19247,0.83785,0.77224,0.28,7.88,0.0,44.27,0,0,1,0.94931,1.0,0.40136,0.40406,0.02045,367978.34,1
H087762,0.19436,0.90151,0.93085,2.24,3.48,0.0,33.15,0,0,0,1.0,0.85714,0.39481,0.3537,0.34477,351559.23,0
H087763,0.35745,0.89935,0.3999,10.09,5.63,0.0,0.0,0,0,1,1.0,0.85714,0.74654,0.8699,0.19941,477771.95,1
H087764,0.53882,0.85287,0.58995,3.2,3.55,0.0,26.89,1,0,0,0.73049,0.57143,0.47621,0.34314,0.37433,395082.67,1
H087765,0.29676,0.7908,0.55469,9.31,5.6,7.7,19.64,0,0,0,0.86363,0.42857,0.64435,0.67462,0.06802,504689.85,0
H087766,0.38272,0.70425,0.86227,0.0,0.55,5.95,16.68,0,0,0,0.87833,0.28571,0.59312,0.72381,0.49302,273097.03,1
H087767,0.20473,0.84223,0.85069,4.38,0.88,13.74,32.41,0,0,0,1.0,0.42857,0.55843,0.46891,0.35357,1202691.51,1
H087768,0.39077,0.76371,0.75829,3.38,3.49,13.97,28.99,1,0,0,0.98439,0.42857,0.95,0.53671,0.48458,482359.09,1
H087769,0.0598,0.64971,0.668,8.15,2.34,7.28,7.43,0,0,0,0.83601,0.14286,0.66997,0.35076,0.61847,1958274.93,0
H087770,0.22547,0.69343,0.96912,6.3,2.16,1.68,8.52,0,0,0,1.0,0.42857,0.62718,0.39458,0.49778,290074.1,0
H087771,0.16552,0.68749,0.8687,4.16,2.06,0.0,0.0,0,0,0,0.67617,0.42857,0.48171,0.17836,0.38229,431735.46,0
H087772,0.30555,0.53961,0.54233,6.77,2.11,7.02,0.1,0,0,0,0.90831,1.0,0.75442,0.58772,0.39298,316354.6,1
H087773,0.31511,0.89485,0.53657,0.0,0.09,6.83,25.78,0,0,0,0.93242,0.85714,0.70447,0.17667,0.24073,548787.46,0
H087774,0.18505,0.58573,0.7873,2.21,7.03,7.68,0.0,0,0,0,0.61788,0.42857,0.47722,0.68708,0.37547,52589.96,0
H087775,0.33926,0.91671,0.63676,0.0,2.18,9.25,0.68,0,0,0,0.76255,0.28571,0.46486,0.39433,0.28731,544122.03,0
H087776,0.0602,0.65156,0.86605,0.0,6.36,9.89,9.21,0,0,0,0.799,0.14286,0.64282,0.65814,0.30614,750893.7,0
H087777,0.16763,0.58305,0.79487,3.66,0.09,3.06,8.58,0,0,0,0.91948,0.14286,0.55837,0.47303,0.29803,801054.34,0
H087778,0.13605,0.76152,0.44419,6.27,0.0,0.0,10.98,0,0,0,0.67179,0.14286,0.61942,0.32111,0.28158,741239.34,0
H087779,0.26941,0.75284,0.48479,5.09,2.73,10.56,22.13,0,0,0,0.8686,0.28571,0.80205,0.20308,0.10784,254047.34,0
H087780,0.18015,0.659,0.8778,4.06,3.0,0.0,21.09,0,0,0,0.87752,0.57143,0.66476,0.38163,0.20871,131324.06,0
H087781,0.53929,0.85476,0.81704,0.69,0.0,0.0,20.31,0,0,0,0.68143,0.28571,0.66756,1.0,0.27788,1528289.07,0
H087782,0.0729,0.95332,0.95704,7.03,0.49,9.69,41.13,1,0,0,0.82807,0.85714,0.79639,0.73309,0.36082,311869.16,0
H087783,0.13476,0.82115,0.95032,4.48,7.46,0.17,20.97,0,0,0,1.0,0.28571,0.88132,0.79623,0.48101,871028.48,1
H087784,0.29934,0.4851,0.92166,0.0,6.22,8.95,4.59,0,0,0,0.87401,0.14286,0.73263,0.62356,0.19551,580113.9,0
H087785,0.42603,0.89743,0.78543,1.18,1.3,0.0,10.82,0,0,0,1.0,0.14286,0.74072,0.70795,0.27633,544671.19,0
H087786,0.42377,0.6859,0.72246,4.51,0.0,0.0,15.59,0,0,0,0.98232,0.71429,0.3929,0.74401,0.0,152797.73,0
H087787,0.30315,0.64294,0.79519,0.0,0.0,1.69,20.96,0,0,0,0.78439,1.0,0.43703,0.62594,0.32466,445207.86,0
H087788,0.34641,0.83946,0.58899,1.28,7.12,0.0,17.97,0,0,0,0.76389,0.14286,0.35991,0.70787,0.12852,513225.8,0
H087789,0.30915,0.62639,0.93511,3.94,3.11,3.83,1.9,0,0,0,0.80573,0.14286,0.45146,0.55518,0.50089,531406.47,0
H087790,0.12256,0.83923,0.8525,3.97,4.46,0.0,27.02,0,0,0,0.88843,0.71429,0.55349,0.7067,0.51291,568711.42,0
H087791,0.12711,0.75015,0.47449,0.0,0.0,0.0,2.51,0,0,0,0.96014,0.14286,0.51013,0.57222,0.2346,719324.8,0
H087792,0.49731,0.86303,0.60953,8.32,0.77,16.37,48.95,0,0,0,1.0,0.14286,0.69542,0.56161,0.1912,181235.77,1
H087793,0.52235,0.51816,0.91364,3.77,2.56,4.66,19.97,0,0,0,0.8122,0.71429,0.77087,0.33483,0.39241,706281.33,0
H087794,0.07327,0.66587,0.83377,6.87,9.08,0.0,5.56,0,0,0,0.88794,0.0,0.57479,0.45073,0.18174,861398.21,0
H087795,0.09411,0.67495,0.7359,6.13,0.93,0.0,26.28,0,1,0,0.86354,0.57143,0.15,0.69655,0.14739,601962.54,0
H087796,0.36768,0.67938,0.5838,7.26,0.0,11.84,18.71,1,0,0,0.81364,0.71429,0.40421,0.6849,0.31937,390473.81,1
H087797,0.08801,0.83088,0.58216,0.88,2.49,0.73,29.92,0,0,0,0.72399,0.42857,0.71478,0.80932,0.20799,636871.76,0
H087798,0.2275,0.69244,0.79294,9.69,7.92,0.0,46.64,0,0,0,0.95184,0.57143,0.89001,0.498,0.25773,351276.53,1
H087799,0.12957,0.40482,0.82853,1.65,1.81,6.28,18.13,0,0,0,0.88951,0.28571,0.6849,0.13948,0.33936,208145.37,0
H087800,0.23181,0.89432,0.86054,10.7,1.67,9.69,21.01,0,0,0,0.70967,0.71429,0.63061,0.88352,0.08624,1209198.95,0
H087801,0.1612,0.89071,0.95213,0.0,2.63,0.0,0.05,0,0,0,0.78402,0.71429,0.6325,0.54319,0.0167,166755.16,0
H087802,0.10849,0.79535,0.58756,0.0,4.45,11.88,43.59,0,0,0,1.0,0.14286,0.62702,0.42521,0.36984,2444435.64,1
H087803,0.15989,0.64256,0.86743,7.21,1.63,5.88,0.0,0,0,0,0.5882,0.42857,0.95,0.25416,0.23454,201387.62,0
H087804,0.19286,0.74902,0.63972,0.0,0.0,4.44,17.93,0,1,0,0.79144,1.0,0.65342,0.42301,0.56621,430430.47,0
H087805,0.40171,0.78586,0.97609,0.0,0.0,2.11,37.75,0,0,0,0.65476,0.57143,0.72416,0.93121,0.26659,276200.1,1
H087806,0.36527,0.55131,0.67817,2.84,5.41,2.01,32.46,1,0,0,0.67593,0.14286,0.66403,0.91001,0.29383,216332.95,1
H087807,0.21456,0.81529,0.80194,1.11,0.0,10.28,30.03,0,0,0,0.92992,0.14286,0.56085,0.13651,0.39917,1636195.13,0
H087808,0.21822,0.70121,0.94165,8.79,0.0,0.04,20.46,0,0,0,0.55319,0.0,0.5663,0.32997,0.21645,93523.21,0
H087809,0.22064,0.39211,0.6536,0.0,4.08,0.0,0.0,0,0,0,0.77016,1.0,0.77431,0.56999,0.5672,1220972.47,1
H087810,0.59703,0.80029,0.61708,4.68,0.0,0.0,9.55,1,0,0,0.98441,0.28571,0.73447,0.51499,0.20859,387838.47,1
H087811,0.25673,0.61405,0.64335,3.06,3.32,0.0,4.36,0,0,0,0.90217,0.57143,0.52267,0.3559,0.0858,254696.41,0
H087812,0.21391,0.66467,0.85705,4.76,2.16,3.91,18.99,0,0,0,0.90627,0.57143,0.46985,0.68954,0.18499,181049.31,0
H087813,0.09221,0.87085,0.81533,0.96,3.74,12.29,43.97,0,0,0,0.86255,1.0,0.2881,0.59163,0.26027,370159.18,1
H087814,0.09204,0.83342,0.96055,13.71,2.61,10.76,3.69,0,0,0,0.80988,0.85714,0.39452,0.46354,0.2424,209762.46,0
H087815,0.41502,0.92904,0.68588,0.0,2.05,0.0,14.04,0,0,0,0.66478,0.57143,0.77636,0.24673,0.58201,88570.66,1
H087816,0.23017,0.94361,0.73716,2.41,8.93,3.52,31.2,0,0,0,0.84295,0.71429,0.36039,0.23966,0.5794,373509.89,0
H087817,0.21098,0.61248,0.71361,0.0,6.87,0.0,30.28,0,0,0,0.90785,0.14286,0.73626,0.18473,0.22674,1855607.4,0
H087818,0.42431,0.78109,0.85745,2.83,0.0,10.4,31.55,0,0,0,1.0,0.0,0.48773,0.56937,0.20918,307836.04,0
H087819,0.2075,0.57991,0.93423,2.46,0.0,0.0,22.81,0,0,0,1.0,1.0,0.61108,0.52486,0.11953,233690.6,0
H087820,0.40661,0.66264,0.97399,1.52,1.53,0.0,0.0,1,0,0,0.76643,0.42857,0.52311,0.46197,0.17959,780669.14,0
H087821,0.28785,0.68671,0.77545,0.0,0.0,2.45,13.1,0,0,0,0.7595,0.14286,0.54783,0.46076,0.72768,46493.96,0
H087822,0.39648,0.84246,0.78228,2.68,0.0,16.9,8.63,0,0,0,0.7544,0.28571,0.32257,0.4515,0.39986,390348.9,0
H087823,0.20262,0.70528,0.54892,2.59,0.67,17.49,10.56,1,0,0,0.71356,0.71429,0.35363,0.34241,0.21499,283465.68,0
H087824,0.09465,0.6478,0.6828,0.0,3.86,13.36,4.65,1,0,0,0.74494,1.0,0.51702,0.57126,0.0,3825076.34,0
H087825,0.39292,0.89253,0.76003,1.73,2.29,4.1,25.77,0,0,0,0.8348,0.14286,0.53437,0.77984,0.18104,462604.17,1
H087826,0.31149,0.86519,0.7317,0.0,2.91,0.0,4.45,0,1,0,1.0,0.57143,0.45834,0.78762,0.04036,628873.83,0
H087827,0.0883,0.92555,0.64939,0.0,2.58,0.0,34.98,0,0,0,0.91255,0.28571,0.74435,0.66883,0.4854,695836.29,0
H087828,0.04623,0.71325,0.79984,2.4,3.45,0.0,22.55,0,0,0,0.84796,0.0,0.62211,0.81611,0.29399,304965.99,0
H087829,0.27689,0.7703,0.87079,5.0,2.69,17.15,11.45,0,0,0,1.0,1.0,0.21552,0.7276,0.40132,473663.29,1
H087830,0.14799,0.68406,0.66904,12.57,3.84,10.68,16.78,0,0,0,0.91483,0.42857,0.55548,0.12232,0.25786,874714.32,0
H087831,0.25019,0.63248,0.69639,7.43,0.1,0.0,13.58,0,0,0,0.93704,0.14286,0.47851,0.58222,0.44996,48382.38,0
H087832,0.16791,0.75116,0.59792,0.45,4.08,0.0,8.11,0,0,0,0.88485,0.14286,0.68551,1.0,0.62668,1197912.05,0
H087833,0.38776,0.85486,0.74384,0.0,5.34,4.23,24.18,0,0,0,0.98896,1.0,0.35294,0.55443,0.27849,486823.76,0
H087834,0.38444,0.86806,0.87328,12.88,0.5,6.5,13.85,1,0,0,0.88488,1.0,0.80949,0.8309,0.27075,83770.35,0
H087835,0.38011,0.81014,0.82588,0.34,2.34,0.0,0.0,0,1,0,1.0,0.28571,0.54423,0.4524,0.19693,478942.19,0
H087836,0.48202,0.82372,0.36743,1.04,1.45,16.64,11.6,0,0,0,0.97239,0.0,0.56287,0.5526,0.26469,1279477.83,1
H087837,0.19974,0.9089,0.80425,9.93,0.0,0.0,7.41,0,0,0,0.75886,0.0,0.6674,0.5643,0.18008,1448837.14,0
H087838,0.51217,0.78882,0.92934,0.0,2.28,0.06,30.15,0,0,0,0.92597,1.0,0.83808,0.29864,0.02211,447509.32,0
H087839,0.63474,0.72106,0.44926,2.59,3.65,0.0,21.47,0,0,0,1.0,0.14286,0.55569,0.39056,0.49348,923883.66,1
H087840,0.3228,0.59911,0.77538,0.0,2.19,0.0,39.16,0,0,0,0.96529,1.0,0.23098,0.65879,0.36332,500648.37,0
H087841,0.4911,0.87471,0.7351,0.0,4.91,15.98,19.07,0,0,0,1.0,0.28571,0.45684,0.42988,0.39776,2370840.72,0
H087842,0.46271,0.84902,0.73079,5.12,2.72,4.08,13.24,0,0,0,0.7955,0.28571,0.46529,0.588,0.24468,642344.59,1
H087843,0.27697,0.85812,0.88935,6.94,0.0,7.46,21.39,0,1,0,0.8679,1.0,0.65255,0.75167,0.44104,1010165.17,1
H087844,0.36172,0.85849,0.50968,4.66,2.54,0.0,0.0,0,0,0,0.77474,0.57143,0.36194,0.28406,0.27662,435532.52,0
H087845,0.64388,0.83871,0.58446,2.2,9.79,0.0,21.62,0,0,0,0.93346,0.0,0.35162,0.57011,0.35072,939176.1,0
H087846,0.21879,0.88623,0.61311,0.0,1.89,7.99,6.05,0,0,0,0.5974,0.0,0.37131,0.32041,0.25631,465378.96,1
H087847,0.06342,0.86189,0.81283,0.0,1.92,0.0,11.33,0,0,0,0.71296,1.0,0.70369,0.96052,0.30935,575234.02,0
H087848,0.39731,0.55201,0.95702,3.91,0.0,1.75,13.0,0,0,0,0.89953,0.71429,0.92627,0.84211,0.4456,1081017.11,1
H087849,0.40946,0.71262,0.55422,12.17,8.94,0.0,1.43,0,0,0,0.89453,1.0,0.4974,0.91576,0.16686,971151.71,0
H087850,0.18417,0.88805,0.79317,1.26,4.39,3.1,0.0,0,0,0,0.73783,0.42857,0.42659,0.73946,0.45124,502067.11,0
H087851,0.34195,0.68092,0.75211,1.88,3.0,8.47,22.53,0,0,0,0.81445,0.42857,0.84517,1.0,0.43436,157070.28,0
H087852,0.23938,0.71993,0.8749,2.27,0.0,0.0,16.75,0,0,0,1.0,0.28571,0.48037,0.55306,0.1377,341549.76,0
H087853,0.55686,0.83212,0.61732,1.05,0.0,4.43,34.96,0,0,0,0.71586,0.42857,0.90839,0.51635,0.18011,383444.37,1
H087854,0.54637,0.86649,0.78929,7.4,2.68,0.0,8.57,0,0,0,0.69497,0.14286,0.58369,0.61541,0.28804,642616.22,1
H087855,0.39502,0.6679,0.92979,5.42,0.0,1.15,31.79,0,0,0,0.78439,0.0,0.76539,0.5336,0.51641,369151.3,1
H087856,0.16848,0.84428,0.78628,3.87,0.0,3.86,41.46,0,0,0,0.79342,0.42857,0.29603,0.29597,0.34754,100938.97,0
H087857,0.34363,0.90075,0.77629,0.0,0.69,4.51,1.35,0,0,0,0.77698,0.42857,0.45187,0.74493,0.47124,200705.59,0
H087858,0.61293,0.76758,0.83022,0.0,3.23,0.0,0.0,0,0,0,0.79787,0.57143,0.3486,0.90447,0.39284,454923.43,0
H087859,0.35109,0.9586,0.83206,0.0,0.0,5.84,40.97,0,0,0,0.88671,0.28571,0.68239,0.68713,0.23482,456181.19,0
H087860,0.52861,0.87237,0.70073,11.88,0.0,3.61,41.72,0,0,0,0.643,0.0,0.59204,0.71589,0.39811,1387706.65,1
H087861,0.17193,0.55868,0.97007,5.95,2.91,6.98,30.32,0,0,0,0.87271,0.85714,0.50167,0.29108,0.54086,382616.97,0
H087862,0.18086,0.64119,0.63474,0.24,2.49,1.31,4.23,0,0,0,1.0,0.0,0.60802,0.48174,0.07384,1267542.18,0
H087863,0.37279,0.95857,0.88146,12.58,0.0,2.82,17.66,0,0,0,0.8664,0.28571,0.91504,0.53379,0.39177,532348.81,0
H087864,0.31346,0.91078,0.60881,1.62,3.49,0.0,19.58,0,0,0,0.74977,0.14286,0.54312,0.88994,0.37745,1216790.47,0
H087865,0.05356,0.94563,0.77452,0.0,0.0,0.0,29.73,1,1,0,0.72915,0.28571,0.55525,0.38282,0.3808,339381.41,1
H087866,0.49394,0.8448,0.97079,0.83,0.0,3.86,16.52,0,0,0,0.8105,0.14286,0.49522,0.63267,0.22273,252639.49,0
H087867,0.23531,0.852,0.72873,10.81,6.82,0.0,41.6,0,0,0,0.90086,0.14286,0.5784,0.3133,0.41587,175651.96,0
H087868,0.07657,0.44607,0.91845,8.14,3.64,1.9,27.68,1,0,0,0.87451,0.14286,0.43905,0.71755,0.00477,243757.76,0
H087869,0.36474,0.76295,0.83684,7.99,7.67,0.0,27.33,0,0,0,0.67412,0.57143,0.74266,0.40105,0.06761,1105027.2,0
H087870,0.11046,0.87064,0.56418,15.44,0.0,3.82,2.31,0,0,0,0.87848,0.71429,0.6481,0.61867,0.48508,134729.89,1
H087871,0.1567,0.81199,0.86265,2.41,7.31,0.0,26.74,0,0,0,0.87251,0.85714,0.67306,0.34986,0.21397,311149.39,0
H087872,0.09192,0.91163,0.52423,0.4,1.18,4.57,4.3,0,0,0,0.73213,0.28571,0.47887,0.97741,0.41415,766875.68,0
H087873,0.43162,0.83654,0.99027,4.37,1.96,0.0,13.16,1,0,0,0.87904,0.42857,0.47676,0.9081,0.0957,210061.4,1
H087874,0.05168,0.71555,0.73693,1.82,9.65,0.0,0.0,0,0,0,0.84203,0.42857,0.65565,0.42061,0.44056,586205.92,0
H087875,0.44223,0.71667,0.72837,0.0,6.63,0.95,22.94,0,0,0,0.45444,0.85714,0.61244,0.63152,0.35122,1224093.66,1
H087876,0.23239,0.69725,0.8964,0.0,2.03,0.0,0.0,0,1,0,0.82022,1.0,0.21442,0.98826,0.22014,1793903.17,0
H087877,0.29942,0.74469,0.93166,0.0,3.56,9.47,15.08,0,0,0,0.78866,0.71429,0.57428,0.51252,0.23841,757192.45,0
H087878,0.52128,0.71751,0.96746,0.31,1.27,0.0,33.61,0,0,0,0.84743,0.42857,0.5348,0.71775,0.33051,302753.36,0
H087879,0.4138,0.69763,0.83117,8.98,0.0,2.25,26.83,0,0,0,1.0,0.0,0.53741,0.67197,0.0778,129841.51,0
H087880,0.42521,0.80591,0.86613,10.31,7.21,8.36,16.72,0,0,0,0.82619,1.0,0.79294,0.56377,0.4662,501974.02,0
H087881,0.05572,0.49594,0.90119,4.0,0.0,10.77,8.18,0,0,0,0.90454,0.14286,0.47316,0.94288,0.47706,403006.81,0
H087882,0.0293,0.53162,0.72345,7.07,0.0,4.46,6.93,0,0,0,0.90017,0.28571,0.52505,0.38664,0.37167,141131.06,1
H087883,0.15077,0.82584,0.86343,0.86,5.46,5.94,10.24,0,0,0,0.69,1.0,0.6037,0.9166,0.12575,225098.88,0
H087884,0.11615,0.68462,0.83758,0.0,0.0,0.0,18.53,0,1,0,0.63876,0.85714,0.40179,0.81132,0.27566,614038.88,0
H087885,0.11324,0.93883,0.60977,2.58,0.73,4.89,17.87,1,0,0,0.911,0.85714,0.59626,0.51289,0.10841,2149109.96,0
H087886,0.19897,0.91904,0.70977,0.0,3.66,0.0,43.29,0,0,0,0.80692,0.28571,0.29065,0.54709,0.04083,684765.3,1
H087887,0.19501,0.6506,0.88622,0.0,0.0,8.27,35.08,0,0,0,0.65199,0.71429,0.56328,0.37933,0.24668,238938.47,0
H087888,0.24319,0.8171,0.83988,0.0,0.33,1.8,34.81,0,0,0,1.0,0.14286,0.31611,0.79166,0.3171,914231.14,0
H087889,0.51881,0.7409,0.79124,1.64,2.72,6.23,55.53,0,0,0,0.72905,1.0,0.44378,1.0,0.13849,2193800.06,0
H087890,0.24811,0.95268,0.7425,0.27,3.52,4.26,10.33,0,0,0,0.80546,1.0,0.64841,0.64015,0.26702,271046.26,0
H087891,0.22467,0.73052,0.77277,10.13,0.0,0.0,29.83,0,0,0,0.75025,0.85714,0.63085,0.30717,0.46727,414629.31,0
H087892,0.34158,0.88753,0.90589,5.9,1.8,0.0,20.25,0,0,0,0.83828,0.14286,0.79724,0.60512,0.07861,287105.58,0
H087893,0.14113,0.81169,0.83054,1.92,0.0,4.42,36.32,0,0,0,0.93558,0.14286,0.41521,0.8505,0.57959,957038.09,0
H087894,0.07854,0.89732,0.59131,4.27,7.77,10.94,15.97,0,0,0,0.86758,0.28571,0.75973,0.55046,0.45656,523955.26,0
H087895,0.40769,0.86251,0.92004,2.0,0.0,7.91,29.11,0,0,0,0.722,0.57143,0.6453,0.50337,0.59702,444609.82,0
H087896,0.26138,0.77968,0.8297,3.48,3.86,0.0,2.59,0,0,0,0.76759,0.28571,0.49994,0.80643,0.16271,333570.31,0
H087897,0.13928,0.89438,0.63788,8.39,8.14,0.0,22.91,0,0,0,0.73639,0.0,0.44472,0.37885,0.40809,1111173.05,0
H087898,0.15455,0.63123,0.31787,10.42,2.97,8.59,0.0,0,0,0,0.82882,0.0,0.53871,0.43994,0.40513,527285.44,0
H087899,0.31351,0.81108,0.51965,7.82,0.0,0.0,0.0,0,0,0,0.97014,0.57143,0.40071,0.58564,0.21885,298217.85,0
H087900,0.38941,0.89199,0.85467,0.0,0.0,0.0,0.0,0,0,0,0.91558,0.42857,0.64893,0.61041,0.43605,220476.91,0
H087901,0.41142,0.69547,0.75995,1.0,0.0,0.0,26.33,0,0,0,0.78147,0.0,0.75164,0.6219,0.15631,346821.92,0
H087902,0.45926,0.82823,0.76505,0.0,1.88,15.42,17.82,0,1,0,0.71996,0.85714,0.90175,0.57501,0.35668,501160.87,1
H087903,0.1872,0.67344,0.71546,0.0,0.0,0.0,22.27,0,0,0,0.80027,1.0,0.71257,0.52509,0.15004,1784365.07,0
H087904,0.35474,0.94605,0.42555,4.61,2.97,11.89,25.32,0,0,0,0.64388,0.28571,0.46798,0.33807,0.1119,740562.27,1
H087905,0.2257,0.9603,0.91729,6.06,0.0,0.0,40.36,0,0,0,0.82074,0.0,0.76657,0.69231,0.35059,2585846.04,0
H087906,0.22138,0.9326,0.96406,2.01,0.0,5.74,28.18,0,0,0,0.52855,0.28571,0.48543,0.60558,0.43853,596854.84,0
H087907,0.21417,0.87476,0.67376,0.0,0.0,0.0,50.1,0,0,0,0.91278,0.57143,0.59973,0.4772,0.42057,343115.36,0
H087908,0.23209,0.71169,0.69994,3.86,0.0,5.86,28.2,0,0,0,0.76101,0.85714,0.60791,0.36413,0.26172,277633.39,0
H087909,0.19342,0.90613,0.51912,2.22,0.0,5.9,1.91,0,0,0,0.90378,1.0,0.52694,0.67949,0.10175,636321.81,0
H087910,0.3279,0.78911,0.80112,8.28,3.12,10.03,0.0,0,0,0,0.83261,0.0,0.46854,0.7801,0.4614,733105.64,1
H087911,0.0912,0.81099,0.84003,0.0,2.75,0.0,0.0,0,0,0,0.78037,0.0,0.48208,0.40063,0.35919,177774.73,1
H087912,0.07654,0.87582,0.79065,3.6,0.03,8.36,17.79,0,0,0,0.84853,1.0,0.6809,0.80399,0.0,627420.18,0
H087913,0.13172,0.89581,0.78323,0.0,0.18,0.0,26.15,0,0,0,0.97123,1.0,0.78738,0.20573,0.35833,686511.07,0
H087914,0.33481,0.73384,0.78106,10.98,0.0,13.17,12.42,0,0,0,0.7272,0.0,0.38598,0.12601,0.5482,861326.46,1
H087915,0.25986,0.56481,0.8027,1.71,3.73,3.51,6.16,0,0,0,0.7124,0.71429,0.41183,0.38202,0.0,1012305.95,0
H087916,0.34767,0.62829,0.92443,0.82,0.0,20.03,18.0,0,0,0,0.85329,1.0,0.93574,0.91124,0.45162,168279.94,1
H087917,0.3212,0.64828,0.91103,0.0,0.0,0.0,16.65,0,0,0,0.81878,0.57143,0.57193,0.24992,0.43067,392236.73,0
H087918,0.15463,0.53548,0.51598,1.49,0.85,9.67,20.31,0,0,0,1.0,0.85714,0.49581,0.68673,0.28885,2938557.31,0
H087919,0.22309,0.39629,0.84012,0.0,0.0,9.7,15.41,0,0,0,0.65828,0.28571,0.6146,0.4388,0.22381,1022725.9,0
H087920,0.34245,0.81058,0.69166,6.31,0.0,0.0,8.52,0,1,0,0.75924,0.28571,0.48825,0.56411,0.45534,182576.47,1
H087921,0.16446,0.65306,0.83324,6.67,1.19,0.0,27.15,0,0,0,0.89645,0.28571,0.50442,0.49134,0.27247,950448.71,0
H087922,0.21121,0.59158,0.74245,0.0,1.56,0.0,28.93,0,0,0,0.93313,0.57143,0.62196,0.5188,0.29632,268607.12,0
H087923,0.08108,0.60025,0.76753,2.96,0.0,0.0,15.7,0,1,0,0.61086,0.14286,0.35212,0.4321,0.29036,342832.46,0
H087924,0.49566,0.85729,0.40492,8.1,0.72,6.71,53.98,0,0,0,0.8586,1.0,0.65353,0.54844,0.4892,715300.59,1
H087925,0.42789,0.86566,0.47593,0.44,4.5,0.0,19.79,0,0,0,0.93979,0.71429,0.83003,0.65794,0.25784,328968.2,1
H087926,0.04584,0.67606,0.70181,8.33,1.9,0.97,32.95,0,0,0,0.6421,0.28571,0.71588,0.95238,0.37789,242017.21,1
H087927,0.56526,0.87314,0.84116,10.41,13.98,2.27,35.35,0,0,0,0.91054,0.28571,0.82978,0.57577,0.51548,340776.09,1
H087928,0.2297,0.88008,0.71114,7.77,1.39,0.0,17.56,0,0,0,0.70311,0.14286,0.682,0.63299,0.30298,980080.4,0
H087929,0.37294,0.65825,0.75297,4.51,1.11,6.48,13.95,0,0,0,0.95334,0.57143,0.54751,0.74281,0.45187,953549.84,1
H087930,0.26237,0.56686,0.61687,11.82,5.05,21.4,18.78,0,0,0,0.78147,1.0,0.86406,0.8444,0.33504,130525.74,1
H087931,0.17109,0.84419,0.83192,14.84,0.0,8.5,11.88,0,0,0,0.84086,0.71429,0.76646,0.70633,0.08702,1009633.67,0
H087932,0.22342,0.73886,0.90837,0.0,3.07,4.23,0.0,0,0,0,0.90062,0.57143,0.73634,0.72938,0.07106,687390.69,0
H087933,0.44918,0.90577,0.88648,0.32,0.0,3.96,30.95,0,1,0,0.79995,0.71429,0.48737,0.91241,0.47207,162326.49,0
H087934,0.53894,0.97971,0.78602,4.34,2.71,1.03,22.53,0,0,0,0.725,0.14286,0.29406,0.77595,0.44426,164279.67,0
H087935,0.29457,0.76368,0.73089,0.0,0.0,0.5,14.99,0,0,0,0.69624,0.28571,0.71406,0.61214,0.19228,317699.59,0
H087936,0.27296,0.73851,0.75051,4.38,0.0,5.39,33.05,0,1,0,0.86126,0.42857,0.84493,0.55189,0.34671,422648.87,0
H087937,0.21693,0.71196,0.89484,0.75,3.43,4.67,26.97,0,0,0,0.66756,0.57143,0.61294,0.66848,0.29657,651563.17,1
